
 LIST CONSTRAINTS FOR SELECTED NODES         1 TO  2029626 BY        1
 CURRENTLY SELECTED DOF SET= UX   UY   UZ   ROTX ROTY ROTZ

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.408

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76481  ROTY   0.00000000      0.00000000    
     76483  ROTY   0.00000000      0.00000000    
     76485  ROTY   0.00000000      0.00000000    
     76487  ROTY   0.00000000      0.00000000    
     76489  ROTY   0.00000000      0.00000000    
     76491  ROTY   0.00000000      0.00000000    
     76493  ROTY   0.00000000      0.00000000    
     76495  ROTY   0.00000000      0.00000000    
     76497  ROTY   0.00000000      0.00000000    
     76499  ROTY   0.00000000      0.00000000    
     76501  ROTY   0.00000000      0.00000000    
     76503  ROTY   0.00000000      0.00000000    
     76505  ROTY   0.00000000      0.00000000    
     76507  ROTY   0.00000000      0.00000000    
     76509  ROTY   0.00000000      0.00000000    
     76511  ROTY   0.00000000      0.00000000    
     76513  ROTY   0.00000000      0.00000000    
     76515  ROTY   0.00000000      0.00000000    
     76517  ROTY   0.00000000      0.00000000    
     76519  ROTY   0.00000000      0.00000000    
     76521  ROTY   0.00000000      0.00000000    
     76523  ROTY   0.00000000      0.00000000    
     76525  ROTY   0.00000000      0.00000000    
     76527  ROTY   0.00000000      0.00000000    
     76529  ROTY   0.00000000      0.00000000    
     76531  ROTY   0.00000000      0.00000000    
     76533  ROTY   0.00000000      0.00000000    
     76535  ROTY   0.00000000      0.00000000    
     76537  ROTY   0.00000000      0.00000000    
     76539  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.427

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76541  ROTY   0.00000000      0.00000000    
     76543  ROTY   0.00000000      0.00000000    
     76545  ROTY   0.00000000      0.00000000    
     76547  ROTY   0.00000000      0.00000000    
     76549  ROTY   0.00000000      0.00000000    
     76551  ROTY   0.00000000      0.00000000    
     76553  ROTY   0.00000000      0.00000000    
     76555  ROTY   0.00000000      0.00000000    
     76557  ROTY   0.00000000      0.00000000    
     76559  ROTY   0.00000000      0.00000000    
     76561  ROTY   0.00000000      0.00000000    
     76563  ROTY   0.00000000      0.00000000    
     76565  ROTY   0.00000000      0.00000000    
     76567  ROTY   0.00000000      0.00000000    
     76569  ROTY   0.00000000      0.00000000    
     76571  ROTY   0.00000000      0.00000000    
     76573  ROTY   0.00000000      0.00000000    
     76575  ROTY   0.00000000      0.00000000    
     76577  ROTY   0.00000000      0.00000000    
     76579  ROTY   0.00000000      0.00000000    
     76581  ROTY   0.00000000      0.00000000    
     76583  ROTY   0.00000000      0.00000000    
     76585  ROTY   0.00000000      0.00000000    
     76587  ROTY   0.00000000      0.00000000    
     76589  ROTY   0.00000000      0.00000000    
     76591  ROTY   0.00000000      0.00000000    
     76593  ROTY   0.00000000      0.00000000    
     76595  ROTY   0.00000000      0.00000000    
     76597  ROTY   0.00000000      0.00000000    
     76599  ROTY   0.00000000      0.00000000    
     76601  ROTY   0.00000000      0.00000000    
     76603  ROTY   0.00000000      0.00000000    
     76605  ROTY   0.00000000      0.00000000    
     76607  ROTY   0.00000000      0.00000000    
     76609  ROTY   0.00000000      0.00000000    
     76611  ROTY   0.00000000      0.00000000    
     76613  ROTY   0.00000000      0.00000000    
     76615  ROTY   0.00000000      0.00000000    
     76617  ROTY   0.00000000      0.00000000    
     76619  ROTY   0.00000000      0.00000000    
     76621  ROTY   0.00000000      0.00000000    
     76623  ROTY   0.00000000      0.00000000    
     76625  ROTY   0.00000000      0.00000000    
     76627  ROTY   0.00000000      0.00000000    
     76629  ROTY   0.00000000      0.00000000    
     76631  ROTY   0.00000000      0.00000000    
     76633  ROTY   0.00000000      0.00000000    
     76635  ROTY   0.00000000      0.00000000    
     76637  ROTY   0.00000000      0.00000000    
     76639  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.427

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76641  ROTY   0.00000000      0.00000000    
     76643  ROTY   0.00000000      0.00000000    
     76645  ROTY   0.00000000      0.00000000    
     76647  ROTY   0.00000000      0.00000000    
     76649  ROTY   0.00000000      0.00000000    
     76651  ROTY   0.00000000      0.00000000    
     76653  ROTY   0.00000000      0.00000000    
     76655  ROTY   0.00000000      0.00000000    
     76657  ROTY   0.00000000      0.00000000    
     76659  ROTY   0.00000000      0.00000000    
     76661  ROTY   0.00000000      0.00000000    
     76663  ROTY   0.00000000      0.00000000    
     76665  ROTY   0.00000000      0.00000000    
     76667  ROTY   0.00000000      0.00000000    
     76669  ROTY   0.00000000      0.00000000    
     76671  ROTY   0.00000000      0.00000000    
     76673  ROTY   0.00000000      0.00000000    
     76675  ROTY   0.00000000      0.00000000    
     76677  ROTY   0.00000000      0.00000000    
     76679  ROTY   0.00000000      0.00000000    
     76681  ROTY   0.00000000      0.00000000    
     76683  ROTY   0.00000000      0.00000000    
     76685  ROTY   0.00000000      0.00000000    
     76687  ROTY   0.00000000      0.00000000    
     76689  ROTY   0.00000000      0.00000000    
     76691  ROTY   0.00000000      0.00000000    
     76693  ROTY   0.00000000      0.00000000    
     76695  ROTY   0.00000000      0.00000000    
     76697  ROTY   0.00000000      0.00000000    
     76699  ROTY   0.00000000      0.00000000    
     76701  ROTY   0.00000000      0.00000000    
     76703  ROTY   0.00000000      0.00000000    
     76705  ROTY   0.00000000      0.00000000    
     76707  ROTY   0.00000000      0.00000000    
     76709  ROTY   0.00000000      0.00000000    
     76711  ROTY   0.00000000      0.00000000    
     76713  ROTY   0.00000000      0.00000000    
     76715  ROTY   0.00000000      0.00000000    
     76717  ROTY   0.00000000      0.00000000    
     76719  ROTY   0.00000000      0.00000000    
     76721  ROTY   0.00000000      0.00000000    
     76723  ROTY   0.00000000      0.00000000    
     76725  ROTY   0.00000000      0.00000000    
     76727  ROTY   0.00000000      0.00000000    
     76729  ROTY   0.00000000      0.00000000    
     76731  ROTY   0.00000000      0.00000000    
     76733  ROTY   0.00000000      0.00000000    
     76735  ROTY   0.00000000      0.00000000    
     76737  ROTY   0.00000000      0.00000000    
     76739  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.427

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76741  ROTY   0.00000000      0.00000000    
     76743  ROTY   0.00000000      0.00000000    
     76745  ROTY   0.00000000      0.00000000    
     76747  ROTY   0.00000000      0.00000000    
     76749  ROTY   0.00000000      0.00000000    
     76751  ROTY   0.00000000      0.00000000    
     76753  ROTY   0.00000000      0.00000000    
     76755  ROTY   0.00000000      0.00000000    
     76757  ROTY   0.00000000      0.00000000    
     76759  ROTY   0.00000000      0.00000000    
     76761  ROTY   0.00000000      0.00000000    
     76763  ROTY   0.00000000      0.00000000    
     76765  ROTY   0.00000000      0.00000000    
     76767  ROTY   0.00000000      0.00000000    
     76769  ROTY   0.00000000      0.00000000    
     76771  ROTY   0.00000000      0.00000000    
     76773  ROTY   0.00000000      0.00000000    
     76775  ROTY   0.00000000      0.00000000    
     76777  ROTY   0.00000000      0.00000000    
     76779  ROTY   0.00000000      0.00000000    
     76781  ROTY   0.00000000      0.00000000    
     76783  ROTY   0.00000000      0.00000000    
     76785  ROTY   0.00000000      0.00000000    
     76787  ROTY   0.00000000      0.00000000    
     76789  ROTY   0.00000000      0.00000000    
     76791  ROTY   0.00000000      0.00000000    
     76793  ROTY   0.00000000      0.00000000    
     76795  ROTY   0.00000000      0.00000000    
     76797  ROTY   0.00000000      0.00000000    
     76799  ROTY   0.00000000      0.00000000    
     76801  ROTY   0.00000000      0.00000000    
     76803  ROTY   0.00000000      0.00000000    
     76805  ROTY   0.00000000      0.00000000    
     76807  ROTY   0.00000000      0.00000000    
     76809  ROTY   0.00000000      0.00000000    
     76811  ROTY   0.00000000      0.00000000    
     76813  ROTY   0.00000000      0.00000000    
     76815  ROTY   0.00000000      0.00000000    
     76817  ROTY   0.00000000      0.00000000    
     76819  ROTY   0.00000000      0.00000000    
     76821  ROTY   0.00000000      0.00000000    
     76823  ROTY   0.00000000      0.00000000    
     76825  ROTY   0.00000000      0.00000000    
     76827  ROTY   0.00000000      0.00000000    
     76829  ROTY   0.00000000      0.00000000    
     76831  ROTY   0.00000000      0.00000000    
     76833  ROTY   0.00000000      0.00000000    
     76835  ROTY   0.00000000      0.00000000    
     76837  ROTY   0.00000000      0.00000000    
     76839  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.427

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76841  ROTY   0.00000000      0.00000000    
     76843  ROTY   0.00000000      0.00000000    
     76845  ROTY   0.00000000      0.00000000    
     76847  ROTY   0.00000000      0.00000000    
     76849  ROTY   0.00000000      0.00000000    
     76851  ROTY   0.00000000      0.00000000    
     76853  ROTY   0.00000000      0.00000000    
     76855  ROTY   0.00000000      0.00000000    
     76857  ROTY   0.00000000      0.00000000    
     76859  ROTY   0.00000000      0.00000000    
     76861  ROTY   0.00000000      0.00000000    
     76863  ROTY   0.00000000      0.00000000    
     76865  ROTY   0.00000000      0.00000000    
     76867  ROTY   0.00000000      0.00000000    
     76869  ROTY   0.00000000      0.00000000    
     76871  ROTY   0.00000000      0.00000000    
     76873  ROTY   0.00000000      0.00000000    
     76875  ROTY   0.00000000      0.00000000    
     76877  ROTY   0.00000000      0.00000000    
     76879  ROTY   0.00000000      0.00000000    
     76881  ROTY   0.00000000      0.00000000    
     76883  ROTY   0.00000000      0.00000000    
     76885  ROTY   0.00000000      0.00000000    
     76887  ROTY   0.00000000      0.00000000    
     76889  ROTY   0.00000000      0.00000000    
     76891  ROTY   0.00000000      0.00000000    
     76893  ROTY   0.00000000      0.00000000    
     76895  ROTY   0.00000000      0.00000000    
     76897  ROTY   0.00000000      0.00000000    
     76899  ROTY   0.00000000      0.00000000    
     76901  ROTY   0.00000000      0.00000000    
     76903  ROTY   0.00000000      0.00000000    
     76905  ROTY   0.00000000      0.00000000    
     76907  ROTY   0.00000000      0.00000000    
     76909  ROTY   0.00000000      0.00000000    
     76911  ROTY   0.00000000      0.00000000    
     76913  ROTY   0.00000000      0.00000000    
     76915  ROTY   0.00000000      0.00000000    
     76917  ROTY   0.00000000      0.00000000    
     76919  ROTY   0.00000000      0.00000000    
     76921  ROTY   0.00000000      0.00000000    
     76923  ROTY   0.00000000      0.00000000    
     76925  ROTY   0.00000000      0.00000000    
     76927  ROTY   0.00000000      0.00000000    
     76929  ROTY   0.00000000      0.00000000    
     76931  ROTY   0.00000000      0.00000000    
     76933  ROTY   0.00000000      0.00000000    
     76935  ROTY   0.00000000      0.00000000    
     76937  ROTY   0.00000000      0.00000000    
     76939  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.428

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76941  ROTY   0.00000000      0.00000000    
     76943  ROTY   0.00000000      0.00000000    
     76945  ROTY   0.00000000      0.00000000    
     76947  ROTY   0.00000000      0.00000000    
     76949  ROTY   0.00000000      0.00000000    
     76951  ROTY   0.00000000      0.00000000    
     76953  ROTY   0.00000000      0.00000000    
     76955  ROTY   0.00000000      0.00000000    
     76957  ROTY   0.00000000      0.00000000    
     76959  ROTY   0.00000000      0.00000000    
     76961  ROTY   0.00000000      0.00000000    
     76963  ROTY   0.00000000      0.00000000    
     76965  ROTY   0.00000000      0.00000000    
     76967  ROTY   0.00000000      0.00000000    
     76969  ROTY   0.00000000      0.00000000    
     76971  ROTY   0.00000000      0.00000000    
     76973  ROTY   0.00000000      0.00000000    
     76975  ROTY   0.00000000      0.00000000    
     76977  ROTY   0.00000000      0.00000000    
     76979  ROTY   0.00000000      0.00000000    
     76981  ROTY   0.00000000      0.00000000    
     76983  ROTY   0.00000000      0.00000000    
     76985  ROTY   0.00000000      0.00000000    
     76987  ROTY   0.00000000      0.00000000    
     76989  ROTY   0.00000000      0.00000000    
     76991  ROTY   0.00000000      0.00000000    
     76993  ROTY   0.00000000      0.00000000    
